"TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","esite","esite_alt","esite_alt2","state_code","dom1","dom2","dom3","dom4","grass_dur","ration","ration_dat","remarks"
"878","NU","NM690","42X","42.2","Gravelly","Sandy","","650","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"881","NU","NM690","42X","42.2","Gravelly","Sandy","","650","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"882","SH","NM690","42X","42.2","Shallow sandy","Sandy","","426","<Null>","<Null>","","<Null>","perennial","photo interpretation","","Traverse points"
"884","SH","NM690","42X","42.2","Shallow sandy","Sandy","","421","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank study"
"885","SH","NM690","42X","42.2","Shallow sandy","Sandy","","124","<Null>","<Null>","","<Null>","perennial","photo interpretation","","Greg Okin Excl"
"886","SH","NM690","42X","42.2","Shallow sandy","Sandy","","246","<Null>","<Null>","","<Null>","perennial","photo interpretation","","Greg Okin Excl"
"887","SH","NM690","42X","42.2","Shallow sandy","Sandy","","246","<Null>","<Null>","","<Null>","perennial","photo interpretation","","Greg Okin Excl"
"888","SH","NM690","42X","42.2","Shallow sandy","Sandy","","124","<Null>","<Null>","","<Null>","perennial","photo interpretation","","Greg Okin Excl"
"890","SH","NM690","42X","42.2","Playette","Loamy","Sandy","426","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank study"
"891","SH","NM690","42X","42.2","Playette","Sandy","Loamy","246","<Null>","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"892","SH","NM690","42X","42.2","Sandy","Shallow sandy","","214","<Null>","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"893","SH","NM690","42X","42.2","Shallow sandy","Sandy","","241","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"894","SH","NM690","42X","42.2","Shallow sandy","Sandy","Loamy","124","<Null>","<Null>","","<Null>","perennial","existing point inventory data","","Quadrat U5"
"895","SH","NM690","42X","42.2","Sandy","Shallow sandy","","241","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"896","SH","NM690","42X","42.2","Shallow sandy","Sandy","","124","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank study"
"897","SH","NM690","42X","42.2","Shallow sandy","Sandy","","246","<Null>","<Null>","<Null>","<Null>","perennial","site visit","","seed bank study"
"898","SH","NM690","42X","42.2","Shallow sandy","Sandy","Loamy","241","<Null>","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"899","NU","NM690","42X","42.2","Gravelly","<Null>","","650","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"900","NU","NM690","42X","42.2","Drainage","Gravelly","","657","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"901","NU","NM690","42X","42.2","Gravelly","Sandy","","650","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"903","NU","NM690","42X","42.2","Gravelly","Hills","","536","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"904","NU","NM690","42X","42.2","Gravelly","<Null>","","650","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"905","NU","NM690","42X","42.2","Drainage","Gravelly","","657","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"906","NU","NM690","42X","42.2","Hills","Gravelly loam","Gravelly","563","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"907","NU","NM690","42X","42.2","Gravelly","Hills","","563","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"908","NU","NM690","42X","42.2","Gravelly","Hills","","560","","","","","perennial","existing point inventory data","","Seedbank 91"
"909","NU","NM690","42X","42.2","Hills","Gravelly loam","Gravelly","526","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"915","NU","NM690","42X","42.2","Loamy","Draw","Gravelly loam","467","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"916","NU","NM690","42X","42.2","Sandy","Drainage","Loamy","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"922","NU","NM690","42X","42.2","Loamy","Draw","Gravelly loam","647","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"925","NU","NM690","42X","42.2","Sandy","Gravelly","Loamy","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"926","NU","NM690","42X","42.2","Loamy","Sandy","Gravelly","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"931","NU","NM690","42X","42.2","Draw","Drainage","Gravelly loam","647","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"934","NU","NM690","42X","42.2","Loamy","Gravelly","Gravelly loam","640","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"938","NU","NM690","42X","42.2","Gravelly","Sandy","Gravelly loam","650","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"939","NU","NM690","42X","42.2","Draw","Loamy","Gravelly loam","647","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"940","NU","NM690","42X","42.2","Loamy","Draw","Clayey","274","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"941","BJ","NM690","42X","42.2","Shallow sandy","Sandy","<Null>","124","","<Null>","","<Null>","perennial","existing point inventory data","",""
"942","BJ","NM690","42X","42.2","Loamy","Bottomland","Sandy","421","","<Null>","","<Null>","perennial","photo interpretation","",""
"943","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","241","","<Null>","","<Null>","perennial","photo interpretation","",""
"944","BJ","NM690","42X","42.2","Loamy","Clayey","Bottomland","247","","<Null>","","<Null>","perennial","<Null>","","was Sandy 240"
"945","BJ","NM690","42X","42.2","Loamy","Clayey","Sandy","420","","<Null>","","<Null>","perennial","existing point inventory data","",""
"946","BJ","NM690","42X","42.2","Shallow sandy","Sandy","Loamy","241","","<Null>","","<Null>","perennial","photo interpretation","",""
"947","BJ","NM690","42X","42.2","Loamy","Sandy","","460","","<Null>","","<Null>","<Null>","existing point inventory data","",""
"949","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","241","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","SPFL2 study"
"950","BJ","NM690","42X","42.2","Loamy","Sandy","","247","","<Null>","","<Null>","<Null>","photo interpretation","",""
"953","ST","NM690","42X","42.2","Loamy","Clayey","Sandy","214","","<Null>","","<Null>","perennial","existing point inventory data","",""
"954","BJ","NM690","42X","42.2","Sandy","Shallow sandy","Loamy","214","","<Null>","","<Null>","perennial","photo interpretation","",""
"955","BJ","NM690","42X","42.2","Sandy","Shallow sandy","","214","","<Null>","","<Null>","perennial","photo interpretation","",""
"956","BJ","NM690","42X","42.2","Loamy","<Null>","","247","","<Null>","","<Null>","perennial","existing point inventory data","","2 polygons: Sandy 217, 270"
"957","BJ","NM690","42X","42.2","Shallow sandy","Sandy","Loamy","241","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","SPFL2 study"
"960","BJ","NM690","42X","42.2","Clayey","Bottomland","Loamy","427","","<Null>","","<Null>","perennial","existing point inventory data","","traverse 159"
"961","ST","NM690","42X","42.2","Clayey","Bottomland","Loamy","427","","<Null>","","<Null>","perennial","photo interpretation","",""
"962","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","421","","<Null>","","<Null>","perennial","photo interpretation","",""
"963","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","421","","<Null>","","<Null>","perennial","existing point inventory data","","Seedbank 19"
"964","ST","NM690","42X","42.2","Sandy","Shallow sandy","Loamy","214","","<Null>","","<Null>","perennial","photo interpretation","",""
"965","ST","NM690","42X","42.2","Loamy","Sandy","Bottomland","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"966","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","247","SCBR2 - burrograss","FLCE - tarbush","PLMU3 - tobosagrass","LYBE - Berlandier's wolfberry","perennial","existing point inventory data","","seed bank 26"
"967","ST","NM690","42X","42.2","Loamy","Sandy","Clayey","427","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"968","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","","<Null>","","<Null>","<Null>","photo interpretation","",""
"969","ST","NM690","42X","42.2","Loamy","Bottomland","Clayey","427","","<Null>","","<Null>","<Null>","photo interpretation","",""
"970","ST","NM690","42X","42.2","Loamy","Bottomland","Clayey","421","PLMU3 - tobosagrass","FLCE - tarbush","ATCA2 - fourwing saltbush","YUEL - soaptree yucca","perennial","existing point inventory data","","seed bank 161"
"972","ST","NM690","42X","42.2","Clayey","Bottomland","Loamy","724","PLMU3 - tobosagrass","FLCE - tarbush","PRGL2 - honey mesquite","SCBR2 - burrograss","perennial","existing point inventory data","","seed bank 38"
"973","BJ","NM690","42X","42.2","Bottomland","Clayey","Loamy","417","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"974","BJ","NM690","42X","42.2","Bottomland","Clayey","Gyp upland","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"975","BJ","NM690","42X","42.2","Loamy","Sandy","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"976","ST","NM690","42X","42.2","Loamy","Sandy","<Null>","462","","<Null>","","<Null>","perennial","photo interpretation","",""
"977","DR","NM690","42X","42.2","Bottomland","Clayey","Draw","127","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"978","ST","NM690","42X","42.2","Playa","Bottomland","<Null>","720","","<Null>","","<Null>","perennial","existing point inventory data","",""
"979","BK","NM690","42X","42.2","Clayey","Loamy","Bottomland","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"980","BK","NM690","42X","42.2","Tank","<Null>","<Null>","12","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"981","BK","NM690","42X","42.2","Clayey","Loamy","Bottomland","724","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"984","BK","NM690","42X","42.2","Loamy","Draw","Gravelly","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"987","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","SCBR2 - burrograss","PLMU3 - tobosagrass","LYBE - Berlandier's wolfberry","FLCE - tarbush","perennial","site visit","","seed bank 19"
"989","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","","<Null>","","<Null>","<Null>","photo interpretation","",""
"991","BK","NM690","42X","42.2","Clayey","Loamy","Bottomland","421","PLMU3 - tobosagrass","FLCE - tarbush","LATR2 - creosotebush","SPAI - alkali sacaton","perennial","existing point inventory data","","seed bank 27"
"992","BK","NM690","42X","42.2","Bottomland","Draw","Loamy","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"993","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","421","PLMU3 - tobosagrass","FLCE - tarbush","SCBR2 - burrograss","LYBE - Berlandier's wolfberry","perennial","existing point inventory data","","seed bank 28"
"994","ST","NM690","42X","42.2","Loamy","Bottomland","Sandy","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"995","ST","NM690","42X","42.2","Loamy","Sandy","Bottomland","647","","<Null>","","<Null>","<Null>","photo interpretation","",""
"996","BK","NM690","42X","42.2","Loamy","Gravelly","Sandy","640","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"997","BK","NM690","42X","42.2","Loamy","Sandy","Bottomland","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"999","BK","NM690","42X","42.2","Loamy","Sandy","Clayey","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1000","BK","NM690","42X","42.2","Clayey","Loamy","Bottomland","426","LATR2 - creosotebush","MUPO2 - bush muhly","PLMU3 - tobosagrass","FLCE - tarbush","perennial","existing point inventory data","","seed bank 8"
"1001","BK","NM690","42X","42.2","Loamy","Sandy","Clayey","467","","<Null>","","<Null>","<Null>","existing point inventory data","","<Null>"
"1002","BK","NM690","42X","42.2","Loamy","Sandy","<Null>","640","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse 170"
"1003","ST","NM690","42X","42.2","Clayey","Bottomland","Loamy","247","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank 15"
"1004","ST","NM690","42X","42.2","Loamy","Clayey","Bottomland","247","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1006","ST","NM690","42X","42.2","Loamy","Bottomland","Draw","427","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1008","ST","NM690","42X","42.2","Clayey","Bottomland","Loamy","427","","<Null>","","<Null>","perennial","photo interpretation","",""
"1009","ST","NM690","42X","42.2","Clayey","Bottomland","Loamy","426","","<Null>","","<Null>","perennial","photo interpretation","",""
"1010","ST","NM690","42X","42.2","Clayey","Bottomland","Loamy","421","","<Null>","","<Null>","perennial","photo interpretation","",""
"1011","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank 20"
"1012","ST","NM690","42X","42.2","Tank","Bottomland","<Null>","12","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1013","ST","NM690","42X","42.2","Clayey","Bottomland","Draw","724","","<Null>","","<Null>","perennial","existing point inventory data","","seedbank 123"
"1015","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","147","","<Null>","","<Null>","perennial","photo interpretation","",""
"1016","ST","NM690","42X","42.2","Loamy","Bottomland","Clayey","274","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1017","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","","<Null>","","<Null>","perennial","existing point inventory data","","Seedbank 184"
"1018","ST","NM690","42X","42.2","Loamy","Bottomland","Draw","724","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1019","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","724","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank 32"
"1020","ST","NM690","42X","42.2","Clayey","Bottomland","Loamy","124","","<Null>","","<Null>","perennial","photo interpretation","",""
"1022","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1023","ST","NM690","42X","42.2","Loamy","Bottomland","Draw","647","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1025","ST","NM690","42X","42.2","Loamy","Clayey","Bottomland","427","FLCE - tarbush","MUPO2 - bush muhly","SCBR2 - burrograss","ATCA2 - fourwing saltbush","perennial","existing point inventory data","","seed bank 22"
"1027","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","421","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1030","ST","NM690","42X","42.2","Clayey","Loamy","<Null>","274","SCBR2 - burrograss","FLCE - tarbush","PLMU3 - tobosagrass","<Null>","perennial","site visit","","traverse 172, seedbank 46"
"1031","ST","NM690","42X","42.2","Clayey","Loamy","Sandy","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1035","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1036","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","274","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1037","ST","NM690","42X","42.2","Loamy","Clayey","Sandy","427","PLMU3 - tobosagrass","SCBR2 - burrograss","<Null>","<Null>","perennial","existing point inventory data","","seed bank 37"
"1040","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","724","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1042","BK","NM690","42X","42.2","Loamy","Bottomland","Draw","460","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank 98"
"1043","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","724","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1047","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","421","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1052","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","SCBR2 - burrograss","PLMU3 - tobosagrass","FLCE - tarbush","MUAR - ear muhly","perennial","existing point inventory data","","seed bank 25"
"1053","ST","NM690","42X","42.2","Clayey","Loamy","Sandy","247","SCBR2 - burrograss","FLCE - tarbush","PLMU3 - tobosagrass","<Null>","perennial","existing point inventory data","","seed bank 10"
"1055","ST","NM690","42X","42.2","Loamy","Clayey","Bottomland","462","","<Null>","","<Null>","<Null>","existing point inventory data","","Seedbank 135"
"1056","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","427","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank 23"
"1058","ST","NM690","42X","42.2","Loamy","Bottomland","Draw","427","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1060","BK","NM690","42X","42.2","Sandy","Gravelly","Loamy","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1061","BK","NM690","42X","42.2","Draw","Loamy","Bottomland","647","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1062","BK","NM690","42X","42.2","Draw","Loamy","Bottomland","647","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1063","BJ","NM690","42X","42.2","Bottomland","Loamy","Clayey","417","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1064","OP","NM690","42X","42.2","Playette","Bottomland","Loamy","416","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1073","OP","NM690","42X","42.2","Sandy","Loamy","Bottomland","246","","","","","<Null>","photo interpretation","",""
"1074","OP","NM690","42X","42.2","Bottomland","Loamy","<Null>","124","","<Null>","","<Null>","perennial","photo interpretation","",""
"1075","OR","NM690","42X","42.2","Playette","Bottomland","Sandy","462","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1078","BJ","NM690","42X","42.2","Playette","Bottomland","Sandy","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1079","BJ","NM690","42X","42.2","Playette","Bottomland","Sandy","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1081","BJ","NM690","42X","42.2","Bottomland","Clayey","Loamy","124","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1082","BJ","NM690","42X","42.2","Loamy","Sandy","Clayey","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1083","BJ","NM690","42X","42.2","Bottomland","Loamy","Sandy","147","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1084","ST","NM690","42X","42.2","Sandy","Loamy","<Null>","426","","<Null>","","<Null>","perennial","existing point inventory data","","traverse 320"
"1085","ST","NM690","42X","42.2","Loamy","Sandy","Bottomland","462","","<Null>","","<Null>","perennial","photo interpretation","",""
"1086","ST","NM690","42X","42.2","Sandy","Loamy","<Null>","462","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1087","ST","NM690","42X","42.2","Loamy","Bottomland","Clayey","247","","<Null>","","<Null>","perennial","photo interpretation","",""
"1089","BJ","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","924","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"1090","BJ","NM690","42X","42.2","Loamy","Bottomland","Draw","214","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1091","BJ","NM690","42X","42.2","Loamy","Draw","Bottomland","214","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1092","BJ","NM690","42X","42.2","Playette","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1093","BJ","NM690","42X","42.2","Playette","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1097","ST","NM690","42X","42.2","Bottomland","Draw","Loamy","427","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1098","ST","NM690","42X","42.2","Loamy","Clayey","Bottomland","427","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1099","ST","NM690","42X","42.2","Clayey","Loamy","Bottomland","274","<Null>","<Null>","<Null>","<Null>","perennial","<Null>","","2 polygons: Loamy 270, 420"
"1104","BJ","NM690","42X","42.2","Sandy","Loamy","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1105","BJ","NM690","42X","42.2","Sandy","<Null>","","241","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"960","BJ","NM690","42X","42.2","Loamy","Clayey","Bottomland","427","","<Null>","","<Null>","perennial","existing point inventory data","","traverse 159"
"1106","BJ","NM690","42X","42.2","Sandy","<Null>","","426","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1110","DR","NM690","42X","42.2","Loamy","Bottomland","Clayey","217","SCBR2 - burrograss","PLMU3 - tobosagrass","<Null>","<Null>","perennial","existing point inventory data","","Quad I3, traverse"
"1113","OR","NM690","42X","42.2","Playette","Sandy","Bottomland","426","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1114","ST","NM690","42X","42.2","Loamy","Bottomland","Sandy","247","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1115","DR","NM690","42X","42.2","Loamy","Clayey","Bottomland","247","SCBR2 - burrograss","PRGL2 - honey mesquite","<Null>","<Null>","perennial","existing point inventory data","","Traverse 022"
"1116","DR","NM690","42X","42.2","Loamy","Clayey","Bottomland","247","SCBR2 - burrograss","PRGL2 - honey mesquite","<Null>","<Null>","perennial","existing point inventory data","","Traverse 021"
"1117","DR","NM690","42X","42.2","Loamy","Clayey","Bottomland","274","SCBR2 - burrograss","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse 023"
"1118","BJ","NM690","42X","42.2","Sandy","Shallow sandy","","420","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"1119","OR","NM690","42X","42.2","Sandy","Deep sand","","426","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"1120","OR","NM690","42X","42.2","Sandy","Deep sand","","426","","","","","<Null>","photo interpretation","","<Null>"
"1121","OR","NM690","42X","42.2","Sandy","<Null>","","462","","<Null>","","<Null>","perennial","existing point inventory data","","MODISRUE 57"
"1122","OR","NM690","42X","42.2","Sandy","Deep sand","","264","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1123","OR","NM690","42X","42.2","Sandy","<Null>","","462","","<Null>","","<Null>","<Null>","existing point inventory data","","Traverse, MODISRUE 56"
"1124","OR","NM690","42X","42.2","Playette","Sandy","Bottomland","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1126","OR","NM690","42X","42.2","Bottomland","Playette","Loamy","127","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1131","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1133","DR","NM690","42X","42.2","Bottomland","Playette","Loamy","147","PLMU3 - tobosagrass","FLCE - tarbush","PRGL2 - honey mesquite","<Null>","perennial","existing point inventory data","","Traverse points"
"1134","DR","NM690","42X","42.2","Playette","Sandy","Loamy","462","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","","<Null>"
"1135","DR","NM690","42X","42.2","Playette","Sandy","Loamy","426","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","","<Null>"
"1136","OR","NM690","42X","42.2","Tank","<Null>","<Null>","12","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1137","OR","NM690","42X","42.2","Bottomland","Playette","Tank","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1138","OR","NM690","42X","42.2","Playette","Sandy","Bottomland","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1139","OR","NM690","42X","42.2","Playette","Sandy","Bottomland","416","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1153","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","","<Null>","","<Null>","photo interpretation","","<Null>"
"1154","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","249","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","","<Null>"
"1155","DR","NM690","42X","42.2","Loamy","Bottomland","Draw","427","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1156","DR","NM690","42X","42.2","Sandy","Deep sand","<Null>","624","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1159","DR","NM690","42X","42.2","Bottomland","Sandy","Deep sand","647","<Null>","<Null>","<Null>","<Null>","<Null>","site visit","","seed bank study"
"1160","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1161","DR","NM690","42X","42.2","Playette","Bottomland","Loamy","642","<Null>","","<Null>","","<Null>","photo interpretation","","<Null>"
"1162","ST","NM690","42X","42.2","Loamy","Sandy","Bottomland","246","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1164","DR","NM690","42X","42.2","Loamy","Sandy","Gyp upland","724","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1166","DR","NM690","42X","42.2","Gyp upland","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seed bank study"
"1169","OP","NM690","42X","42.2","Playette","Sandy","Bottomland","642","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","seedbank study"
"1171","OP","NM690","42X","42.2","Bottomland","Loamy","Sandy","124","","<Null>","","<Null>","perennial","photo interpretation","",""
"1172","OP","NM690","42X","42.2","Sandy","Deep sand","<Null>","624","","<Null>","","<Null>","perennial","photo interpretation","",""
"1173","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","241","","<Null>","","<Null>","<Null>","photo interpretation","",""
"1174","OR","NM690","42X","42.2","Playette","Bottomland","Sandy","642","<Null>","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1175","OR","NM690","42X","42.2","Sandy","Deep sand","Shallow sandy","426","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1176","OR","NM690","42X","42.2","Sandy","Deep sand","","624","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1177","OR","NM690","42X","42.2","Deep sand","Sandy","","526","PRGL2 - honey mesquite","PSSC6 - broom dalea","MUPO2 - bush muhly","SPFL2 - mesa dropseed","perennial","site visit","","seed bank 226"
"1182","OR","NM690","42X","42.2","Sandy","<Null>","","240","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1187","DR","NM690","42X","42.2","Bottomland","<Null>","<Null>","127","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","<Null>","Quadrat T8 & T9"
"1188","DR","NM690","42X","42.2","Sandy","Loamy","Playette","624","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1189","DR","NM690","42X","42.2","Loamy","Gyp upland","Sandy","247","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1190","DR","NM690","42X","42.2","Sandy","Shallow sandy","<Null>","421","BOER4 - black grama","PRGL2 - honey mesquite","SPORO - dropseed","<Null>","perennial","existing point inventory data","","MURV 062304 3"
"1191","DR","NM690","42X","42.2","Sandy","<Null>","<Null>","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1192","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1193","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","421","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse points"
"1194","DR","NM690","42X","42.2","Playette","Sandy","Bottomland","642","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","Traverse points"
"1195","DR","NM690","42X","42.2","Playette","Bottomland","Sandy","246","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
